TimeSlice,EventSeq
5382816,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382818,"['E1', 'E1', 'E1']"
5382820,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382823,"['E1', 'E2']"
5382825,"['E1', 'E1', 'E1']"
5382827,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382830,"['E1', 'E2']"
5382834,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382835,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382836,"['E1', 'E1', 'E1']"
5382837,"['E1', 'E2']"
5382841,"['E1', 'E2']"
5382842,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382845,"['E1', 'E2', 'E1', 'E1', 'E1']"
5382848,"['E1', 'E2']"
5382850,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382851,['E4']
5382852,"['E1', 'E2']"
5382854,"['E1', 'E1', 'E1']"
5382855,"['E1', 'E2']"
5382857,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382859,"['E1', 'E2']"
5382862,"['E1', 'E2']"
5382863,"['E1', 'E1', 'E1']"
5382865,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382866,"['E1', 'E2']"
5382869,"['E1', 'E2']"
5382872,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382873,"['E1', 'E2']"
5382876,"['E1', 'E2']"
5382880,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5382881,"['E1', 'E1', 'E1']"
5382883,"['E1', 'E2']"
5382887,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382890,"['E1', 'E1', 'E1']"
5382891,"['E1', 'E2']"
5382892,"['E1', 'E1', 'E1']"
5382894,"['E1', 'E2']"
5382895,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382898,"['E1', 'E2']"
5382899,"['E1', 'E1', 'E1']"
5382901,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382902,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382905,"['E1', 'E2']"
5382908,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382910,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5382912,"['E1', 'E2']"
5382915,"['E1', 'E2']"
5382917,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382919,"['E1', 'E2', 'E1', 'E1', 'E1']"
5382923,"['E1', 'E2']"
5382925,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382926,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382928,"['E1', 'E1', 'E1']"
5382930,"['E1', 'E2']"
5382932,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382933,"['E1', 'E2']"
5382935,"['E1', 'E1', 'E1']"
5382937,"['E1', 'E2', 'E1', 'E1', 'E1']"
5382940,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5382944,"['E1', 'E2', 'E1', 'E1', 'E1']"
5382946,"['E1', 'E1', 'E1']"
5382947,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382951,"['E1', 'E2']"
5382953,"['E1', 'E1', 'E1']"
5382954,"['E1', 'E2']"
5382955,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5382958,"['E1', 'E2']"
5382961,"['E1', 'E2']"
5382962,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382964,"['E1', 'E1', 'E1']"
5382965,"['E1', 'E2']"
5382969,"['E1', 'E2']"
5382970,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382971,"['E1', 'E1', 'E1']"
5382972,"['E1', 'E2']"
5382973,"['E1', 'E1', 'E1']"
5382976,"['E1', 'E2']"
5382977,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382979,"['E1', 'E2']"
5382980,"['E1', 'E1', 'E1']"
5382983,"['E1', 'E1', 'E1', 'E1', 'E2']"
5382985,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382986,"['E1', 'E2']"
5382989,"['E1', 'E1', 'E1']"
5382990,"['E1', 'E2']"
5382992,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5382993,"['E1', 'E2']"
5382997,"['E1', 'E2']"
5382998,"['E1', 'E1', 'E1']"
5382999,"['E1', 'E1', 'E1']"
5383000,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383001,"['E1', 'E1', 'E1']"
5383004,"['E1', 'E2']"
5383007,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383008,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383010,"['E1', 'E1', 'E1']"
5383011,"['E1', 'E2']"
5383015,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383016,"['E1', 'E1']"
5383017,"['E1', 'E1', 'E1']"
5383018,"['E1', 'E2']"
5383019,"['E1', 'E1', 'E1']"
5383022,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383025,"['E1', 'E2', 'E1', 'E1']"
5383026,"['E1', 'E1', 'E1']"
5383028,"['E1', 'E1', 'E1']"
5383029,"['E1', 'E2']"
5383030,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383032,"['E1', 'E2']"
5383034,"['E1', 'E1']"
5383035,"['E1', 'E1', 'E1']"
5383036,"['E1', 'E2']"
5383037,"['E1', 'E1', 'E1']"
5383038,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383039,"['E1', 'E2']"
5383043,"['E1', 'E2', 'E1', 'E1']"
5383044,"['E1', 'E1', 'E1']"
5383045,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383046,"['E1', 'E1', 'E1']"
5383047,"['E1', 'E2']"
5383050,"['E1', 'E2']"
5383052,['E1']
5383053,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383054,"['E1', 'E2']"
5383055,"['E1', 'E1', 'E1']"
5383057,"['E1', 'E2']"
5383060,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383061,"['E1', 'E2', 'E1']"
5383062,"['E1', 'E1', 'E1']"
5383064,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383068,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383071,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383073,"['E1', 'E1', 'E1']"
5383075,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383078,"['E1', 'E2']"
5383080,"['E1', 'E1', 'E1']"
5383082,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383083,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383086,"['E1', 'E2']"
5383089,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383090,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383091,"['E1', 'E1', 'E1']"
5383093,"['E1', 'E2']"
5383096,"['E1', 'E2']"
5383098,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383100,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383103,"['E1', 'E2']"
5383105,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383107,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383109,"['E1', 'E1', 'E1']"
5383110,"['E1', 'E2']"
5383113,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383114,"['E1', 'E2']"
5383116,"['E1', 'E1', 'E1']"
5383117,"['E1', 'E2']"
5383118,"['E1', 'E1', 'E1']"
5383120,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383121,"['E1', 'E2']"
5383124,"['E1', 'E2']"
5383125,"['E1', 'E1', 'E1']"
5383127,"['E1', 'E1', 'E1']"
5383128,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383132,"['E1', 'E2']"
5383135,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383136,"['E1', 'E1', 'E1']"
5383139,"['E1', 'E2', 'E4']"
5383142,"['E1', 'E2']"
5383143,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383145,"['E1', 'E1', 'E1']"
5383146,"['E1', 'E2']"
5383149,"['E1', 'E2']"
5383150,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383153,"['E1', 'E2']"
5383154,"['E1', 'E1', 'E1']"
5383156,"['E1', 'E2']"
5383158,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383160,"['E1', 'E2']"
5383163,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383165,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383167,"['E1', 'E2']"
5383171,"['E1', 'E2']"
5383172,"['E1', 'E1', 'E1']"
5383173,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383174,"['E1', 'E2']"
5383178,"['E1', 'E2']"
5383180,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383181,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383185,"['E1', 'E2']"
5383188,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383190,"['E1', 'E1', 'E1']"
5383192,"['E1', 'E2']"
5383195,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383199,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383202,"['E1', 'E2']"
5383203,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383206,"['E1', 'E2']"
5383208,"['E1', 'E1', 'E1']"
5383210,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383213,"['E1', 'E2']"
5383217,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383218,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383220,"['E1', 'E2']"
5383224,"['E1', 'E2']"
5383225,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383226,"['E1', 'E1', 'E1']"
5383227,"['E1', 'E2']"
5383231,"['E1', 'E2']"
5383233,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383234,"['E1', 'E2']"
5383235,"['E1', 'E1', 'E1']"
5383238,"['E1', 'E2']"
5383240,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383241,"['E1', 'E2']"
5383244,"['E1', 'E1', 'E1']"
5383245,"['E1', 'E2']"
5383248,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383249,"['E1', 'E2']"
5383252,"['E1', 'E2']"
5383253,"['E1', 'E1', 'E1']"
5383255,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383256,"['E1', 'E2']"
5383259,"['E1', 'E2']"
5383262,"['E1', 'E1', 'E1']"
5383263,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383266,"['E1', 'E2']"
5383270,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383271,"['E1', 'E1', 'E1']"
5383273,"['E1', 'E2']"
5383277,"['E1', 'E2']"
5383278,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383280,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383282,"['E1', 'E1', 'E1']"
5383284,"['E1', 'E2']"
5383285,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383287,"['E1', 'E2']"
5383289,"['E1', 'E1', 'E1']"
5383291,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383293,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383295,"['E1', 'E2']"
5383298,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383300,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383302,"['E1', 'E2']"
5383305,"['E1', 'E2']"
5383307,"['E1', 'E1', 'E1']"
5383308,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383309,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383312,"['E1', 'E2']"
5383315,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383316,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383318,"['E1', 'E1', 'E1']"
5383319,"['E1', 'E2']"
5383323,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383325,"['E1', 'E1', 'E1']"
5383327,"['E1', 'E2']"
5383328,"['E1', 'E1', 'E1']"
5383330,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383334,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383337,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383338,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383341,"['E1', 'E2']"
5383343,"['E1', 'E1', 'E1']"
5383344,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383345,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383346,"['E1', 'E1', 'E1']"
5383348,"['E1', 'E2']"
5383351,"['E1', 'E2']"
5383352,"['E1', 'E1', 'E1']"
5383353,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383355,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383358,"['E1', 'E2']"
5383360,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383361,['E1']
5383362,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383364,"['E1', 'E1', 'E1']"
5383365,"['E1', 'E2']"
5383368,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383369,"['E1', 'E2']"
5383371,"['E1', 'E1', 'E1']"
5383373,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383375,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383376,"['E1', 'E2']"
5383380,"['E1', 'E2']"
5383382,"['E1', 'E1', 'E1']"
5383383,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383387,"['E1', 'E2']"
5383390,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383391,"['E1', 'E1', 'E1']"
5383394,"['E1', 'E2']"
5383397,"['E1', 'E2']"
5383398,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383400,"['E1', 'E1', 'E1']"
5383401,"['E1', 'E2']"
5383404,"['E1', 'E2']"
5383405,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383408,"['E1', 'E2']"
5383409,"['E1', 'E1', 'E1']"
5383410,"['E1', 'E1', 'E1']"
5383412,"['E1', 'E2']"
5383413,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383415,"['E1', 'E2']"
5383418,"['E1', 'E1', 'E1']"
5383419,"['E1', 'E2']"
5383420,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383422,"['E1', 'E2']"
5383426,"['E1', 'E2']"
5383427,"['E4', 'E1', 'E1', 'E1']"
5383428,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383429,"['E1', 'E2']"
5383433,"['E1', 'E2']"
5383435,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383436,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383440,"['E1', 'E2']"
5383443,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383445,"['E1', 'E1', 'E1']"
5383447,"['E1', 'E2']"
5383451,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383454,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383458,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383461,"['E1', 'E2']"
5383463,"['E1', 'E1', 'E1']"
5383465,"['E1', 'E2']"
5383466,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383468,"['E1', 'E2']"
5383472,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383473,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383475,"['E1', 'E2']"
5383479,"['E1', 'E2']"
5383481,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383482,"['E1', 'E2']"
5383486,"['E1', 'E2']"
5383488,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383490,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383493,"['E1', 'E2']"
5383496,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383497,"['E1', 'E2']"
5383499,"['E1', 'E1', 'E1']"
5383500,"['E1', 'E2']"
5383503,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383504,"['E1', 'E2']"
5383507,"['E1', 'E2']"
5383508,"['E1', 'E1', 'E1']"
5383511,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383514,"['E1', 'E2']"
5383517,"['E1', 'E1', 'E1']"
5383518,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383521,"['E1', 'E2']"
5383525,"['E1', 'E2']"
5383526,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383528,"['E1', 'E2']"
5383532,"['E1', 'E2']"
5383533,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383535,"['E1', 'E1', 'E1']"
5383536,"['E1', 'E2']"
5383539,"['E1', 'E2']"
5383541,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383543,"['E1', 'E2']"
5383544,"['E1', 'E1', 'E1']"
5383546,"['E1', 'E2']"
5383548,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383550,"['E1', 'E2']"
5383553,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383556,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383557,"['E1', 'E2']"
5383560,"['E1', 'E2']"
5383562,"['E1', 'E1', 'E1']"
5383563,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383564,"['E1', 'E2']"
5383567,"['E1', 'E2']"
5383571,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5383573,"['E1', 'E1', 'E1']"
5383575,"['E1', 'E2']"
5383578,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383580,"['E1', 'E1', 'E1']"
5383582,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383585,"['E1', 'E2']"
5383586,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383589,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383591,"['E1', 'E1', 'E1']"
5383592,"['E1', 'E2']"
5383593,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383596,"['E1', 'E2']"
5383598,"['E1', 'E1', 'E1']"
5383599,"['E1', 'E2']"
5383601,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383603,"['E1', 'E2']"
5383606,"['E1', 'E2']"
5383607,"['E1', 'E1', 'E1']"
5383608,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383610,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383614,"['E1', 'E2']"
5383616,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5383617,"['E1', 'E2']"
5383619,"['E1', 'E1', 'E1']"
5383621,"['E1', 'E2']"
5383623,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383624,"['E1', 'E2']"
5383625,"['E1', 'E1', 'E1']"
5383626,"['E1', 'E1', 'E1']"
5383628,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383631,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383634,"['E1', 'E1', 'E1']"
5383635,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383637,"['E1', 'E1', 'E1']"
5383638,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5383642,"['E1', 'E2']"
5383643,"['E1', 'E1', 'E1']"
5383644,"['E1', 'E1', 'E1']"
5383645,"['E1', 'E2']"
5383646,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383649,"['E1', 'E2']"
5383652,"['E1', 'E1']"
5383653,"['E1', 'E2', 'E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383655,"['E1', 'E1', 'E1']"
5383656,"['E1', 'E2']"
5383660,"['E1', 'E2']"
5383661,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383662,"['E1', 'E1', 'E1']"
5383663,"['E1', 'E2']"
5383664,"['E1', 'E1', 'E1']"
5383667,"['E1', 'E2']"
5383668,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383670,"['E1', 'E2']"
5383673,"['E1', 'E1', 'E1']"
5383674,"['E1', 'E1', 'E2']"
5383676,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383677,"['E1', 'E2']"
5383681,"['E1', 'E2']"
5383682,"['E1', 'E1', 'E1']"
5383683,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383684,"['E1', 'E2']"
5383688,"['E1', 'E2']"
5383691,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5383695,"['E1', 'E2']"
5383698,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383699,"['E1', 'E2']"
5383700,"['E1', 'E1', 'E1']"
5383702,"['E1', 'E2']"
5383706,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383709,"['E1', 'E1', 'E1', 'E1', 'E2']"
5383713,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383715,['E4']
5383716,"['E1', 'E2']"
5383718,"['E1', 'E1', 'E1']"
5383720,"['E1', 'E2']"
5383721,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383723,"['E1', 'E2']"
5383727,"['E1', 'E2', 'E1', 'E1', 'E1']"
5383728,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5383731,"['E1', 'E2']"
5383734,"['E1', 'E2']"
5383736,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
